,Description,month,year,country,country,industry,hacktype
855,"July 2009. Cyberattacks agai nst websites in the United States and South Korea, including a number of government websites, were launched by unknown hackers. South Korea accused North Korea of being behind the attacks The denial of service attacks did not severely disrupt services but lasted for a number of days and generated a great deal of media attention. ",July,2009,"Korea, North",United States,Government,Unknown
856,"June 2009. German Interior Minister Wolfgang Schaeuble noted, when presenting the Interior Ministry's 2008 security report, that China and Russia were increasing espionage efforts and Internet attacks on German companies. ",June,2009,Russia,Germany,Government,Data Exfiltration
857,"June 2009. The John Hopkins Universityâs Applied Physics Laboratory, which does classified research for the Department of Defense and NASA, took its unclassified networks offline after they were penetrated. ",June,2009,Unknown,United States,Defense,Unknown
858,"May 2009. The Homeland Security Information Network (HSIN) was hacked by unknown intruders. The hackers gained access to the data by getting into the HSIN account of a federal employee or contractor. The bulk of the data obtained was federal, but some state information was also accessed. ",May,2009,Unknown,United States,Government,Unknown
859,"May 2009. In May 2009, Merrick Bank, a leading issuer of credit cards, claimed it lost $16 million after hackers compromised as many as 40 million credit card accounts. ",May,2009,Unknown,United States,Finance,Unknown
860,April 2009. Chinese hackers reportedly infiltrated S outh Koreaâs Finance Ministry via a virus attached to e -mails claiming to be from trusted individuals. ,April,2009,China,"Korea, South",Finance,Unknown
861,April 2009. Prime Minister Wen Jiabao announced that hacker from Taiwan accessed a Chinese State Council computer containing drafts of his report to th e National Peoples Congress. ,April,2009,China,Taiwan,Government,Unknown
862,April 2009. Wall Street Journal articles laid out the increasing vulnerability of the U.S. power grid to cyberattack also highlighted was the intrusions into F -35 databases by unknown foreign intruders. ,April,2009,Unknown,United States,Energy,Unknown
863,"March 2009. Reports in the press say that the plans for Marine Corps 1, the new presidential helicopter, were found on a file -sharing network in Iran. ",March,2009,Iran,United States,Defense,Data Exfiltration
864,March 2009. Canadian researchers found a computer espionage system that they believe China implanted on the government networks of 103 countries. ,March,2009,China,Canada,Government,Data Exfiltration
865,March 2009. The German government warned that hackers were offering a free version of the   new Microsoft operating system that installs Trojans. ,March,2009,Unknown,Germany,Technology,Malware
866,March 2009. Chinese hackers stole information from the Office of Senator Bill Nelson in Florida ,March,2009,China,United States,Government,Data Exfiltration
867,"March 2009. Chinese hackers infiltrated Coca -Cola Co. computer networks and stole trade secret information, including information related to the attempted $2.4 billion acquisition of Huiyuan Juice Group ",March,2009,China,United States,Government,Data Exfiltration
868,February 2009. French naval aircraft planes were grounded after military databases were infected with the âconfickrâ virus. Naval officials suspected someone in the Navy had used an infected USB key. ,February,2009,Unknown,France,Defense,Unknown
869,February 2009. 600 computers at Indiaâs Ministry of External Affairs were hacked. ,February,2009,Unknown,India,Government,Unknown
870,February 2009. FAA computer systems were hacked. Increased use by FAA of IP -basesâ networks also increases the risk of the intentional disruption of commercial air traffic. ,February,2009,Unknown,United States,Government,Denial of Service
871,January 2009. Indian Home Ministry officials warned that Pakistani hackers had placed malware on popular music download sites used by Indians in preparation for cyberattacks. ,January,2009,Pakistan,India,Government,Malware
872,"January 2009. Hackers attacked Israelâs internet infrastructure during the January 2009 military offensive in the Gaza Strip. The attack , which focused on government websites, was executed by at least 5,000,000 computers. Israeli officials believed the attack was carried out by a criminal organization from the former Soviet Union, and paid for by Hamas or Hezbollah. ",January,2009,Israel,Israel,Government,Unknown
873,December 2008. Britainâs MPs w ere warned about e -mails apparently sent by the European Parliament amid fears that they could be used by Chinese hackers to implant viruses. ,December,2008,China,United Kingdom,Government,Unknown
874,December 2008. Even tiny CSIS was hacked in December by unknown foreign intruders. They probably assumed that so me CSIS staff would go into the new administration and may have thought it might be interesting to read their emails beforehand. ,December,2008,Unknown,United States,Government,Unknown
875,December 2008. Retail giant TJX was hacked. The one hacker captured and convicted (Maksym Yastremskiy) is said to have made $ 11 million from the hack. ,December,2008,Unknown,United States,Unknown,Unknown
876,"November 2008. Classified networks at DOD and CENTCOM were hacked by unknown foreign intruders. Even worse, it took several days to dislodge the intruders and re -secure the networks. ",November,2008,Unknown,United States,Defense,Unknown
877,"November 2008. Hackers breached networks at Royal Bank of Scotlandâs WorldPay, allowing them to clone 100 ATM cards and withdraw over $9 million dollars from machines in 49 cities. ",November,2008,Unknown,United Kingdom,Finance,Malware
878,November 2008. Chinese hackers infiltrated the computer networks of three major oil companies and stole t rade secret information. ,November,2008,China,Unknown,Energy,Data Exfiltration
879,November 2008. Chinese hackers infiltrated the networks of Barack Obama and John McCainâs presidential campaigns and exfiltrated information about future policy agendas. ,November,2008,China,United States,Government,Data Exfiltration
